ID	gene	chr	cds_start	cds_end	type
rna-XM_717476.2	XM_717476.2	NC_032090.1	408134	409331	mRNA
rna-XM_717477.2	XM_717477.2	NC_032090.1	410198	415271	mRNA
rna-XM_717478.1	XM_717478.1	NC_032090.1	415439	415994	mRNA
rna-XM_717479.1	XM_717479.1	NC_032090.1	416495	417551	mRNA
rna-XM_717480.2	XM_717480.2	NC_032090.1	417790	418816	mRNA
rna-XM_717481.1	XM_717481.1	NC_032090.1	418908	419430	mRNA
rna-XM_717482.2	XM_717482.2	NC_032090.1	419669	422045	mRNA
rna-XM_717483.1	XM_717483.1	NC_032090.1	422848	423919	mRNA
rna-XM_717484.2	XM_717484.2	NC_032090.1	424992	426369	mRNA
rna-XM_717485.2	XM_717485.2	NC_032090.1	427325	429101	mRNA
rna-XM_717486.2	XM_717486.2	NC_032090.1	429571	430366	mRNA
rna-XM_717488.2	XM_717488.2	NC_032090.1	433117	434554	mRNA
rna-XM_717489.2	XM_717489.2	NC_032090.1	434763	436032	mRNA
rna-XM_717490.2	XM_717490.2	NC_032090.1	437550	438750	mRNA
rna-XM_717491.2	XM_717491.2	NC_032090.1	443446	446347	mRNA
rna-XM_717492.2	XM_717492.2	NC_032090.1	448736	450545	mRNA
rna-XM_717493.2	XM_717493.2	NC_032090.1	451416	452715	mRNA
rna-XM_717494.1	XM_717494.1	NC_032090.1	455521	456319	mRNA
rna-XM_717495.2	XM_717495.2	NC_032090.1	456426	456894	mRNA
rna-XM_717496.1	XM_717496.1	NC_032090.1	457205	458084	mRNA
rna-XM_717497.2	XM_717497.2	NC_032090.1	458104	459010	mRNA
rna-XM_717498.2	XM_717498.2	NC_032090.1	459061	459790	mRNA
rna-XM_717499.2	XM_717499.2	NC_032090.1	460210	460957	mRNA
rna-XM_717502.1	XM_717502.1	NC_032090.1	461262	461838	mRNA
rna-XM_717501.1	XM_717501.1	NC_032090.1	461587	462091	mRNA
rna-XM_019475206.1	XM_019475206.1	NC_032090.1	462349	463794	mRNA
rna-XM_717505.2	XM_717505.2	NC_032090.1	464453	468125	mRNA
rna-XM_717506.2	XM_717506.2	NC_032090.1	468488	469331	mRNA
rna-XM_717508.2	XM_717508.2	NC_032090.1	469528	470626	mRNA
rna-XM_717509.1	XM_717509.1	NC_032090.1	471160	472777	mRNA
rna-XM_717511.1	XM_717511.1	NC_032090.1	474603	475146	mRNA
rna-XM_717512.2	XM_717512.2	NC_032090.1	476571	478212	mRNA
rna-XM_717513.2	XM_717513.2	NC_032090.1	478611	479181	mRNA
rna-XM_717514.2	XM_717514.2	NC_032090.1	479260	481102	mRNA
rna-XM_717515.2	XM_717515.2	NC_032090.1	481326	484155	mRNA
rna-XM_717516.2	XM_717516.2	NC_032090.1	484478	487583	mRNA
rna-XM_717518.2	XM_717518.2	NC_032090.1	487814	491342	mRNA
rna-XM_717519.2	XM_717519.2	NC_032090.1	491785	493972	mRNA
rna-XM_019475207.1	XM_019475207.1	NC_032090.1	494230	495081	mRNA
rna-XM_717522.2	XM_717522.2	NC_032090.1	496572	500625	mRNA
rna-XM_717523.2	XM_717523.2	NC_032090.1	501158	502925	mRNA
rna-XM_717524.1	XM_717524.1	NC_032090.1	503319	504282	mRNA
rna-XM_717525.2	XM_717525.2	NC_032090.1	504702	506571	mRNA
rna-XM_717526.1	XM_717526.1	NC_032090.1	507674	509003	mRNA
rna-XM_717527.2	XM_717527.2	NC_032090.1	509370	514539	mRNA
rna-XM_717529.2	XM_717529.2	NC_032090.1	514895	517007	mRNA
rna-XM_019475208.1	XM_019475208.1	NC_032090.1	519035	520763	mRNA
rna-XM_717533.2	XM_717533.2	NC_032090.1	521087	522620	mRNA
rna-XM_717534.2	XM_717534.2	NC_032090.1	524003	525116	mRNA
rna-XM_717535.2	XM_717535.2	NC_032090.1	525522	526410	mRNA
rna-XM_717536.2	XM_717536.2	NC_032090.1	526809	528321	mRNA
rna-XM_717537.2	XM_717537.2	NC_032090.1	529060	529480	mRNA
rna-XM_717538.1	XM_717538.1	NC_032090.1	530018	531332	mRNA
rna-XM_019475209.1	XM_019475209.1	NC_032090.1	532051	533413	mRNA
rna-XM_710288.1	XM_710288.1	NC_032090.1	536191	536950	mRNA
rna-XM_710287.2	XM_710287.2	NC_032090.1	536946	537440	mRNA
rna-XM_710286.2	XM_710286.2	NC_032090.1	537501	538596	mRNA
rna-XM_710285.1	XM_710285.1	NC_032090.1	538928	539834	mRNA
rna-XM_710284.2	XM_710284.2	NC_032090.1	539907	540801	mRNA
rna-XM_710282.1	XM_710282.1	NC_032090.1	540982	541825	mRNA
rna-XM_710281.2	XM_710281.2	NC_032090.1	542264	545273	mRNA
rna-XM_710280.1	XM_710280.1	NC_032090.1	545623	546715	mRNA
rna-XM_710279.2	XM_710279.2	NC_032090.1	546836	547478	mRNA
rna-XM_710278.1	XM_710278.1	NC_032090.1	548117	549434	mRNA
rna-XM_710277.2	XM_710277.2	NC_032090.1	550316	553115	mRNA
rna-XM_710276.1	XM_710276.1	NC_032090.1	553445	555599	mRNA
rna-XM_710275.2	XM_710275.2	NC_032090.1	555634	556579	mRNA
rna-XM_710274.2	XM_710274.2	NC_032090.1	556998	558633	mRNA
rna-XM_019475210.1	XM_019475210.1	NC_032090.1	560210	560501	mRNA
rna-XM_710273.1	XM_710273.1	NC_032090.1	560748	561198	mRNA
rna-XM_710272.1	XM_710272.1	NC_032090.1	561951	563013	mRNA
rna-XM_710271.2	XM_710271.2	NC_032090.1	563520	564555	mRNA
rna-XM_710269.2	XM_710269.2	NC_032090.1	564860	568430	mRNA
rna-XM_710268.2	XM_710268.2	NC_032090.1	570076	571711	mRNA
rna-XM_710266.2	XM_710266.2	NC_032090.1	572922	573951	mRNA
rna-XM_019475211.1	XM_019475211.1	NC_032090.1	574345	575000	mRNA
rna-XM_710264.1	XM_710264.1	NC_032090.1	575276	576455	mRNA
rna-XM_710263.1	XM_710263.1	NC_032090.1	577819	579976	mRNA
rna-XM_710262.1	XM_710262.1	NC_032090.1	580558	580909	mRNA
rna-XM_019475212.1	XM_019475212.1	NC_032090.1	581972	582236	mRNA
rna-XM_710261.1	XM_710261.1	NC_032090.1	583203	583761	mRNA
rna-XM_710260.2	XM_710260.2	NC_032090.1	584176	585442	mRNA
rna-XM_710259.2	XM_710259.2	NC_032090.1	586141	587827	mRNA
rna-XM_710257.2	XM_710257.2	NC_032090.1	588151	589513	mRNA
rna-XM_710256.2	XM_710256.2	NC_032090.1	589812	591033	mRNA
rna-XM_710254.2	XM_710254.2	NC_032090.1	591402	592902	mRNA
rna-XM_710253.2	XM_710253.2	NC_032090.1	595307	597062	mRNA
rna-XM_710252.2	XM_710252.2	NC_032090.1	597476	601388	mRNA
rna-XM_710250.2	XM_710250.2	NC_032090.1	602010	603051	mRNA
rna-XM_710249.2	XM_710249.2	NC_032090.1	603454	604696	mRNA
rna-XM_710247.2	XM_710247.2	NC_032090.1	606158	608219	mRNA
rna-XM_710246.2	XM_710246.2	NC_032090.1	610667	613454	mRNA
rna-XM_710245.2	XM_710245.2	NC_032090.1	613972	614860	mRNA
rna-XM_710244.2	XM_710244.2	NC_032090.1	615025	616600	mRNA
rna-XM_710241.2	XM_710241.2	NC_032090.1	616877	618113	mRNA
rna-XM_710240.2	XM_710240.2	NC_032090.1	618201	619698	mRNA
rna-XM_710239.2	XM_710239.2	NC_032090.1	620853	621963	mRNA
rna-XM_710237.2	XM_710237.2	NC_032090.1	622121	622790	mRNA
rna-XM_019475213.1	XM_019475213.1	NC_032090.1	623497	626224	mRNA
rna-XM_710233.2	XM_710233.2	NC_032090.1	628184	629063	mRNA
rna-XM_710232.2	XM_710232.2	NC_032090.1	630695	632825	mRNA
rna-XM_710231.2	XM_710231.2	NC_032090.1	633047	633668	mRNA
rna-XM_710230.2	XM_710230.2	NC_032090.1	633925	636181	mRNA
rna-XM_710228.2	XM_710228.2	NC_032090.1	636491	638513	mRNA
rna-XM_710227.1	XM_710227.1	NC_032090.1	639343	641908	mRNA
rna-XM_710226.1	XM_710226.1	NC_032090.1	643404	644115	mRNA
rna-XM_710225.2	XM_710225.2	NC_032090.1	644265	654126	mRNA
rna-XM_715936.1	XM_715936.1	NC_032090.1	655509	656850	mRNA
rna-XM_019475214.1	XM_019475214.1	NC_032090.1	657091	657531	mRNA
rna-XM_715935.2	XM_715935.2	NC_032090.1	658894	660025	mRNA
rna-XM_715934.1	XM_715934.1	NC_032090.1	663648	664527	mRNA
rna-XM_715932.1	XM_715932.1	NC_032090.1	665417	669563	mRNA
rna-XM_715931.2	XM_715931.2	NC_032090.1	672718	674041	mRNA
rna-XM_715930.1	XM_715930.1	NC_032090.1	674261	674963	mRNA
rna-XM_715929.2	XM_715929.2	NC_032090.1	675805	676552	mRNA
rna-XM_715928.2	XM_715928.2	NC_032090.1	677030	679187	mRNA
rna-XM_715927.2	XM_715927.2	NC_032090.1	679559	680408	mRNA
rna-XM_715926.2	XM_715926.2	NC_032090.1	680926	681952	mRNA
rna-XM_715925.1	XM_715925.1	NC_032090.1	682112	682763	mRNA
rna-XM_715924.2	XM_715924.2	NC_032090.1	683897	691313	mRNA
rna-XM_715923.1	XM_715923.1	NC_032090.1	691443	692577	mRNA
rna-XM_715922.2	XM_715922.2	NC_032090.1	692972	695063	mRNA
rna-XM_715921.2	XM_715921.2	NC_032090.1	695734	697408	mRNA
rna-XM_715919.2	XM_715919.2	NC_032090.1	698118	700455	mRNA
rna-XM_715917.2	XM_715917.2	NC_032090.1	700789	702436	mRNA
rna-XM_715916.2	XM_715916.2	NC_032090.1	702726	706917	mRNA
rna-XM_715912.2	XM_715912.2	NC_032090.1	707073	709512	mRNA
rna-XM_715911.2	XM_715911.2	NC_032090.1	710170	711886	mRNA
rna-XM_715910.2	XM_715910.2	NC_032090.1	712665	715701	mRNA
rna-XM_715909.2	XM_715909.2	NC_032090.1	715772	718100	mRNA
rna-XM_715908.2	XM_715908.2	NC_032090.1	718271	719168	mRNA
rna-XM_715906.1	XM_715906.1	NC_032090.1	719545	720286	mRNA
rna-XM_715905.2	XM_715905.2	NC_032090.1	720616	721876	mRNA
rna-XM_715904.1	XM_715904.1	NC_032090.1	721979	723086	mRNA
rna-XM_019475215.1	XM_019475215.1	NC_032090.1	723705	724234	mRNA
rna-XM_715902.1	XM_715902.1	NC_032090.1	725205	726486	mRNA
rna-XM_715901.2	XM_715901.2	NC_032090.1	728325	731385	mRNA
rna-XM_715898.2	XM_715898.2	NC_032090.1	740721	742359	mRNA
rna-XM_715897.2	XM_715897.2	NC_032090.1	747173	748787	mRNA
rna-XM_715896.2	XM_715896.2	NC_032090.1	749769	751692	mRNA
rna-XM_715894.2	XM_715894.2	NC_032090.1	751789	754894	mRNA
rna-XM_715893.2	XM_715893.2	NC_032090.1	755205	756342	mRNA
rna-XM_715892.2	XM_715892.2	NC_032090.1	756675	757386	mRNA
rna-XM_715891.1	XM_715891.1	NC_032090.1	758089	758620	mRNA
rna-XM_715890.2	XM_715890.2	NC_032090.1	759430	761515	mRNA
rna-XM_715888.2	XM_715888.2	NC_032090.1	763391	765050	mRNA
rna-XM_715887.2	XM_715887.2	NC_032090.1	766540	768199	mRNA
rna-XM_715886.1	XM_715886.1	NC_032090.1	768417	769167	mRNA
rna-XM_715885.1	XM_715885.1	NC_032090.1	769686	770991	mRNA
rna-XM_715884.1	XM_715884.1	NC_032090.1	773071	774163	mRNA
rna-XM_715883.2	XM_715883.2	NC_032090.1	775408	776503	mRNA
rna-XM_715882.1	XM_715882.1	NC_032090.1	776855	779372	mRNA
rna-XM_715881.2	XM_715881.2	NC_032090.1	782201	783326	mRNA
rna-XM_715880.2	XM_715880.2	NC_032090.1	785868	788415	mRNA
rna-XM_715879.1	XM_715879.1	NC_032090.1	789499	789823	mRNA
rna-XM_715878.1	XM_715878.1	NC_032090.1	790962	792051	mRNA
rna-XM_715877.2	XM_715877.2	NC_032090.1	792274	795163	mRNA
rna-XM_715875.2	XM_715875.2	NC_032090.1	795611	798083	mRNA
rna-XM_715874.2	XM_715874.2	NC_032090.1	798538	800725	mRNA
rna-XM_715873.2	XM_715873.2	NC_032090.1	801060	801405	mRNA
rna-XM_715872.2	XM_715872.2	NC_032090.1	801899	803990	mRNA
rna-XM_019475216.1	XM_019475216.1	NC_032090.1	804381	805193	mRNA
rna-XM_019475217.1	XM_019475217.1	NC_032090.1	805678	806736	mRNA
rna-XM_715870.2	XM_715870.2	NC_032090.1	807026	808910	mRNA
rna-XM_019475218.1	XM_019475218.1	NC_032090.1	809041	809518	mRNA
rna-XM_715868.1	XM_715868.1	NC_032090.1	810974	811424	mRNA
rna-XM_019475219.1	XM_019475219.1	NC_032090.1	811573	812026	mRNA
rna-XM_715867.2	XM_715867.2	NC_032090.1	812258	813371	mRNA
rna-XM_715866.2	XM_715866.2	NC_032090.1	813427	815788	mRNA
rna-XM_715865.2	XM_715865.2	NC_032090.1	816219	818748	mRNA
rna-XM_715863.2	XM_715863.2	NC_032090.1	819246	822291	mRNA
rna-XM_715862.2	XM_715862.2	NC_032090.1	822951	824469	mRNA
rna-XM_715860.2	XM_715860.2	NC_032090.1	825400	827764	mRNA
rna-XM_715859.2	XM_715859.2	NC_032090.1	830389	831187	mRNA
rna-XM_019475220.1	XM_019475220.1	NC_032090.1	831557	832282	mRNA
rna-XM_019475221.1	XM_019475221.1	NC_032090.1	832701	833439	mRNA
rna-XM_715857.1	XM_715857.1	NC_032090.1	833963	835820	mRNA
rna-XM_715856.2	XM_715856.2	NC_032090.1	836080	837178	mRNA
rna-XM_715854.2	XM_715854.2	NC_032090.1	837206	837875	mRNA
rna-XM_715853.2	XM_715853.2	NC_032090.1	838064	838634	mRNA
rna-XM_715851.1	XM_715851.1	NC_032090.1	839031	840156	mRNA
rna-XM_715850.1	XM_715850.1	NC_032090.1	840689	841022	mRNA
rna-XM_715847.2	XM_715847.2	NC_032090.1	841308	846615	mRNA
rna-XM_715846.2	XM_715846.2	NC_032090.1	847532	853277	mRNA
rna-XM_715845.2	XM_715845.2	NC_032090.1	854660	857303	mRNA
rna-XM_715844.1	XM_715844.1	NC_032090.1	858565	860644	mRNA
rna-XM_715843.2	XM_715843.2	NC_032090.1	860980	862354	mRNA
rna-XM_715842.2	XM_715842.2	NC_032090.1	862514	863651	mRNA
rna-XM_019475222.1	XM_019475222.1	NC_032090.1	864184	867989	mRNA
rna-XM_715840.2	XM_715840.2	NC_032090.1	868106	869474	mRNA
rna-XM_715839.1	XM_715839.1	NC_032090.1	870625	872458	mRNA
rna-XM_715838.1	XM_715838.1	NC_032090.1	872930	874619	mRNA
rna-XM_715837.2	XM_715837.2	NC_032090.1	874850	875207	mRNA
rna-XM_715836.1	XM_715836.1	NC_032090.1	875524	876382	mRNA
rna-XM_019475223.1	XM_019475223.1	NC_032090.1	876637	876868	mRNA
rna-XM_715835.2	XM_715835.2	NC_032090.1	877100	878081	mRNA
rna-XM_715834.2	XM_715834.2	NC_032090.1	878552	879968	mRNA
rna-XM_715832.2	XM_715832.2	NC_032090.1	880755	883416	mRNA
rna-XM_715830.2	XM_715830.2	NC_032090.1	884414	885788	mRNA
rna-XM_019475224.1	XM_019475224.1	NC_032090.1	886060	886970	mRNA
rna-XM_715828.1	XM_715828.1	NC_032090.1	887775	888957	mRNA
rna-XM_715827.1	XM_715827.1	NC_032090.1	889090	890104	mRNA
rna-XM_715826.1	XM_715826.1	NC_032090.1	890701	892699	mRNA
rna-XM_715825.2	XM_715825.2	NC_032090.1	893029	894856	mRNA
rna-XM_715824.2	XM_715824.2	NC_032090.1	895054	896074	mRNA
rna-XM_019475225.1	XM_019475225.1	NC_032090.1	897772	900651	mRNA
rna-XM_705034.2	XM_705034.2	NC_032090.1	899421	900651	mRNA
rna-XM_705033.1	XM_705033.1	NC_032090.1	900913	901672	mRNA
rna-XM_705032.1	XM_705032.1	NC_032090.1	902491	903700	mRNA
rna-XM_705031.2	XM_705031.2	NC_032090.1	903917	905699	mRNA
rna-XM_707853.1	XM_707853.1	NC_032090.1	905837	906848	mRNA
rna-XM_707852.1	XM_707852.1	NC_032090.1	907654	908230	mRNA
rna-XM_707851.2	XM_707851.2	NC_032090.1	908644	910807	mRNA
rna-XM_707850.1	XM_707850.1	NC_032090.1	911436	914340	mRNA
rna-XM_707849.1	XM_707849.1	NC_032090.1	914704	915937	mRNA
rna-XM_707848.1	XM_707848.1	NC_032090.1	916039	917584	mRNA
rna-XM_707847.1	XM_707847.1	NC_032090.1	918661	919405	mRNA
rna-XM_707846.1	XM_707846.1	NC_032090.1	920772	921963	mRNA
rna-XM_707844.2	XM_707844.2	NC_032090.1	922530	924594	mRNA
rna-XM_707843.2	XM_707843.2	NC_032090.1	925531	927565	mRNA
rna-XM_707842.1	XM_707842.1	NC_032090.1	928589	928910	mRNA
rna-XM_707841.2	XM_707841.2	NC_032090.1	928956	929604	mRNA
rna-XM_707840.2	XM_707840.2	NC_032090.1	929892	930708	mRNA
rna-XM_707839.1	XM_707839.1	NC_032090.1	931946	933200	mRNA
rna-XM_707838.1	XM_707838.1	NC_032090.1	935500	936349	mRNA
rna-XM_707837.2	XM_707837.2	NC_032090.1	937443	938493	mRNA
rna-XM_707836.2	XM_707836.2	NC_032090.1	938704	939382	mRNA
rna-XM_707835.2	XM_707835.2	NC_032090.1	940653	946401	mRNA
rna-XM_707832.1	XM_707832.1	NC_032090.1	946907	948107	mRNA
rna-XM_707831.1	XM_707831.1	NC_032090.1	948351	949059	mRNA
rna-XM_707830.2	XM_707830.2	NC_032090.1	949281	950001	mRNA
rna-XM_707829.2	XM_707829.2	NC_032090.1	950283	951336	mRNA
rna-XM_707828.1	XM_707828.1	NC_032090.1	952423	953896	mRNA
rna-XM_707827.2	XM_707827.2	NC_032090.1	955039	956479	mRNA
rna-XM_707825.2	XM_707825.2	NC_032090.1	956812	958096	mRNA
rna-XM_707824.2	XM_707824.2	NC_032090.1	958568	959624	mRNA
rna-XM_019475226.1	XM_019475226.1	NC_032090.1	959840	960128	mRNA
rna-XM_707823.1	XM_707823.1	NC_032090.1	961319	961877	mRNA
rna-XM_707822.2	XM_707822.2	NC_032090.1	965381	968297	mRNA
rna-XM_705503.2	XM_705503.2	NC_032090.1	971680	974749	mRNA
rna-XM_705505.2	XM_705505.2	NC_032090.1	975239	976046	mRNA
rna-XM_705506.2	XM_705506.2	NC_032090.1	976774	979204	mRNA
rna-XM_705508.2	XM_705508.2	NC_032090.1	979877	980315	mRNA
rna-XM_705509.1	XM_705509.1	NC_032090.1	981048	981513	mRNA
rna-XM_705510.2	XM_705510.2	NC_032090.1	982317	984330	mRNA
rna-XM_705513.2	XM_705513.2	NC_032090.1	984869	985955	mRNA
rna-XM_705514.2	XM_705514.2	NC_032090.1	986356	987391	mRNA
rna-XM_705515.2	XM_705515.2	NC_032090.1	988584	990066	mRNA
rna-XM_705529.2	XM_705529.2	NC_032090.1	991581	993189	mRNA
rna-XM_705528.2	XM_705528.2	NC_032090.1	993260	994097	mRNA
rna-XM_705527.2	XM_705527.2	NC_032090.1	995290	996994	mRNA
rna-XM_705526.2	XM_705526.2	NC_032090.1	997715	1000391	mRNA
rna-XM_705525.2	XM_705525.2	NC_032090.1	1000714	1001686	mRNA
rna-XM_705523.2	XM_705523.2	NC_032090.1	1001833	1004284	mRNA
rna-XM_705521.2	XM_705521.2	NC_032090.1	1004404	1005511	mRNA
rna-XM_705520.2	XM_705520.2	NC_032090.1	1005764	1007186	mRNA
rna-XM_705519.2	XM_705519.2	NC_032090.1	1007625	1008294	mRNA
rna-XM_705518.2	XM_705518.2	NC_032090.1	1008543	1009959	mRNA
rna-XM_705194.2	XM_705194.2	NC_032090.1	1010656	1011961	mRNA
rna-XM_019475227.1	XM_019475227.1	NC_032090.1	1013026	1014433	mRNA
rna-XM_705192.2	XM_705192.2	NC_032090.1	1015778	1017017	mRNA
rna-XM_705190.2	XM_705190.2	NC_032090.1	1017113	1021940	mRNA
rna-XM_709787.2	XM_709787.2	NC_032090.1	1023075	1023824	mRNA
rna-XM_709790.2	XM_709790.2	NC_032090.1	1027316	1029554	mRNA
rna-XM_709792.2	XM_709792.2	NC_032090.1	1030002	1031667	mRNA
rna-XM_709793.2	XM_709793.2	NC_032090.1	1032787	1033654	mRNA
rna-XM_709794.2	XM_709794.2	NC_032090.1	1034742	1035171	mRNA
rna-XM_709795.2	XM_709795.2	NC_032090.1	1036591	1038424	mRNA
rna-XM_709796.2	XM_709796.2	NC_032090.1	1038613	1039603	mRNA
rna-XM_709797.1	XM_709797.1	NC_032090.1	1040067	1040901	mRNA
rna-XM_709798.1	XM_709798.1	NC_032090.1	1040956	1041808	mRNA
rna-XM_709799.1	XM_709799.1	NC_032090.1	1042889	1043339	mRNA
rna-XM_019475228.1	XM_019475228.1	NC_032090.1	1043452	1044176	mRNA
rna-XM_709801.1	XM_709801.1	NC_032090.1	1044708	1045575	mRNA
rna-XM_709802.1	XM_709802.1	NC_032090.1	1045869	1047258	mRNA
rna-XM_709803.1	XM_709803.1	NC_032090.1	1047798	1048197	mRNA
rna-XM_709804.2	XM_709804.2	NC_032090.1	1049140	1051390	mRNA
rna-XM_709805.1	XM_709805.1	NC_032090.1	1051685	1052672	mRNA
rna-XM_709806.2	XM_709806.2	NC_032090.1	1052875	1055224	mRNA
rna-XM_709807.1	XM_709807.1	NC_032090.1	1055349	1056660	mRNA
rna-XM_709808.2	XM_709808.2	NC_032090.1	1056967	1058287	mRNA
rna-XM_709810.1	XM_709810.1	NC_032090.1	1058902	1060021	mRNA
rna-XM_709811.2	XM_709811.2	NC_032090.1	1060270	1063651	mRNA
rna-XM_709812.2	XM_709812.2	NC_032090.1	1063894	1065157	mRNA
rna-XM_709813.2	XM_709813.2	NC_032090.1	1065175	1067179	mRNA
rna-XM_709814.2	XM_709814.2	NC_032090.1	1067411	1068083	mRNA
rna-XM_019475229.1	XM_019475229.1	NC_032090.1	1068934	1069132	mRNA
rna-XM_709815.1	XM_709815.1	NC_032090.1	1069504	1070452	mRNA
rna-XM_709816.2	XM_709816.2	NC_032090.1	1070552	1071908	mRNA
rna-XM_709817.1	XM_709817.1	NC_032090.1	1072109	1072487	mRNA
rna-XM_709818.2	XM_709818.2	NC_032090.1	1072540	1075639	mRNA
rna-XM_709819.1	XM_709819.1	NC_032090.1	1076053	1077037	mRNA
rna-XM_709820.1	XM_709820.1	NC_032090.1	1077699	1079013	mRNA
rna-XM_709821.2	XM_709821.2	NC_032090.1	1083757	1086160	mRNA
rna-XM_709822.2	XM_709822.2	NC_032090.1	1086617	1089464	mRNA
rna-XM_709823.1	XM_709823.1	NC_032090.1	1089778	1090675	mRNA
rna-XM_709824.2	XM_709824.2	NC_032090.1	1090725	1091367	mRNA
rna-XM_019475230.1	XM_019475230.1	NC_032090.1	1091742	1092969	mRNA
rna-XM_709827.1	XM_709827.1	NC_032090.1	1093473	1095444	mRNA
rna-XM_709829.2	XM_709829.2	NC_032090.1	1095604	1097107	mRNA
rna-XM_709830.2	XM_709830.2	NC_032090.1	1097888	1098899	mRNA
rna-XM_709831.1	XM_709831.1	NC_032090.1	1099416	1100277	mRNA
rna-XM_709833.1	XM_709833.1	NC_032090.1	1100491	1101952	mRNA
rna-XM_709834.2	XM_709834.2	NC_032090.1	1102510	1104064	mRNA
rna-XM_709835.2	XM_709835.2	NC_032090.1	1106561	1107680	mRNA
rna-XM_709837.1	XM_709837.1	NC_032090.1	1107955	1108372	mRNA
rna-XM_709838.2	XM_709838.2	NC_032090.1	1108619	1109912	mRNA
rna-XM_019475231.1	XM_019475231.1	NC_032090.1	1110393	1111214	mRNA
rna-XM_709839.1	XM_709839.1	NC_032090.1	1112791	1116265	mRNA
rna-XM_709840.1	XM_709840.1	NC_032090.1	1116604	1117036	mRNA
rna-XM_709841.1	XM_709841.1	NC_032090.1	1118611	1120126	mRNA
rna-XM_709843.2	XM_709843.2	NC_032090.1	1120483	1121404	mRNA
rna-XM_019475232.1	XM_019475232.1	NC_032090.1	1121551	1121806	mRNA
rna-XM_709844.1	XM_709844.1	NC_032090.1	1121979	1122426	mRNA
rna-XM_709845.1	XM_709845.1	NC_032090.1	1122647	1123349	mRNA
rna-XM_709847.1	XM_709847.1	NC_032090.1	1123476	1124784	mRNA
rna-XM_019475233.1	XM_019475233.1	NC_032090.1	1125204	1126004	mRNA
rna-XM_709849.2	XM_709849.2	NC_032090.1	1126079	1127237	mRNA
rna-XM_019475234.1	XM_019475234.1	NC_032090.1	1127539	1128659	mRNA
rna-XM_707705.1	XM_707705.1	NC_032090.1	1128946	1129336	mRNA
rna-XM_707706.1	XM_707706.1	NC_032090.1	1129691	1130708	mRNA
rna-XM_707707.1	XM_707707.1	NC_032090.1	1130819	1131869	mRNA
rna-XM_707708.2	XM_707708.2	NC_032090.1	1134956	1139015	mRNA
rna-XM_707709.1	XM_707709.1	NC_032090.1	1139194	1140115	mRNA
rna-XM_707710.1	XM_707710.1	NC_032090.1	1141640	1142261	mRNA
rna-XM_019475235.1	XM_019475235.1	NC_032090.1	1143166	1143379	mRNA
rna-XM_707711.1	XM_707711.1	NC_032090.1	1149966	1151790	mRNA
rna-XM_707712.1	XM_707712.1	NC_032090.1	1152539	1155374	mRNA
rna-XM_707713.2	XM_707713.2	NC_032090.1	1156981	1159933	mRNA
rna-XM_707715.1	XM_707715.1	NC_032090.1	1160139	1160940	mRNA
rna-XM_707716.1	XM_707716.1	NC_032090.1	1161272	1163942	mRNA
rna-XM_707717.1	XM_707717.1	NC_032090.1	1164029	1164677	mRNA
rna-XM_707718.1	XM_707718.1	NC_032090.1	1165369	1166881	mRNA
rna-XM_019475236.1	XM_019475236.1	NC_032090.1	1167164	1167944	mRNA
rna-XM_707719.2	XM_707719.2	NC_032090.1	1168415	1169708	mRNA
rna-XM_707720.2	XM_707720.2	NC_032090.1	1170269	1171727	mRNA
rna-XM_707721.2	XM_707721.2	NC_032090.1	1172462	1174007	mRNA
rna-XM_707722.2	XM_707722.2	NC_032090.1	1174514	1175765	mRNA
rna-XM_707723.1	XM_707723.1	NC_032090.1	1175950	1176283	mRNA
rna-XM_019475237.1	XM_019475237.1	NC_032090.1	1178195	1179634	mRNA
rna-XM_707725.1	XM_707725.1	NC_032090.1	1180381	1181722	mRNA
rna-XM_019475238.1	XM_019475238.1	NC_032090.1	1182435	1185167	mRNA
rna-XM_707729.2	XM_707729.2	NC_032090.1	1185716	1187078	mRNA
rna-XM_705820.2	XM_705820.2	NC_032090.1	1189181	1190819	mRNA
rna-XM_705821.2	XM_705821.2	NC_032090.1	1191653	1193099	mRNA
rna-XM_705822.1	XM_705822.1	NC_032090.1	1193132	1194662	mRNA
rna-XM_705823.2	XM_705823.2	NC_032090.1	1194846	1196127	mRNA
rna-XM_705825.2	XM_705825.2	NC_032090.1	1196119	1198435	mRNA
rna-XM_705826.2	XM_705826.2	NC_032090.1	1198787	1200521	mRNA
rna-XM_019475239.1	XM_019475239.1	NC_032090.1	1204054	1204384	mRNA
rna-XM_705827.2	XM_705827.2	NC_032090.1	1204412	1205714	mRNA
rna-XM_019475240.1	XM_019475240.1	NC_032090.1	1206360	1207523	mRNA
rna-XM_705829.2	XM_705829.2	NC_032090.1	1208389	1210834	mRNA
rna-XM_019475241.1	XM_019475241.1	NC_032090.1	1211099	1211381	mRNA
rna-XM_019475242.1	XM_019475242.1	NC_032090.1	1211754	1211940	mRNA
rna-XM_705830.2	XM_705830.2	NC_032090.1	1212167	1214264	mRNA
rna-XM_705831.2	XM_705831.2	NC_032090.1	1214550	1215612	mRNA
rna-XM_705832.2	XM_705832.2	NC_032090.1	1215976	1216873	mRNA
rna-XM_705833.1	XM_705833.1	NC_032090.1	1217595	1218492	mRNA
rna-XM_709199.2	XM_709199.2	NC_032090.1	1219014	1219995	mRNA
