ID	gene	chr	cds_start	cds_end	type
transcript:YDR301W_mRNA	CFT1	IV	1063351	1067425	mRNA
transcript:YDR302W_mRNA	GPI11	IV	1067730	1068390	mRNA
transcript:YDR303C_mRNA	RSC3	IV	1068728	1071386	mRNA
transcript:YDR304C_mRNA	CPR5	IV	1071879	1072557	mRNA
transcript:YDR305C_mRNA	HNT2	IV	1072745	1073488	mRNA
transcript:YDR306C_mRNA		IV	1073734	1075171	mRNA
transcript:YDR307W_mRNA	PMT7	IV	1075864	1077853	mRNA
transcript:YDR308C_mRNA	SRB7	IV	1078026	1078449	mRNA
transcript:YDR309C_mRNA	GIC2	IV	1079047	1080199	mRNA
transcript:YDR310C_mRNA	SUM1	IV	1081127	1084316	mRNA
transcript:YDR311W_mRNA	TFB1	IV	1085064	1086993	mRNA
transcript:YDR312W_mRNA	SSF2	IV	1087580	1088942	mRNA
transcript:YDR313C_mRNA	PIB1	IV	1089218	1090079	mRNA
transcript:YDR314C_mRNA	RAD34	IV	1090432	1092511	mRNA
transcript:YDR315C_mRNA	IPK1	IV	1092740	1093586	mRNA
transcript:YDR316W_mRNA	OMS1	IV	1093762	1095178	mRNA
transcript:YDR317W_mRNA	HIM1	IV	1102183	1103428	mRNA
transcript:YDR318W_mRNA	MCM21	IV	1103757	1104947	mRNA
transcript:YDR319C_mRNA	YFT2	IV	1105002	1105827	mRNA
transcript:YDR320C_mRNA	SWA2	IV	1106094	1108101	mRNA
transcript:YDR320C-A_mRNA	DAD4	IV	1108279	1108498	mRNA
transcript:YDR320W-B_mRNA		IV	1108483	1108621	mRNA
transcript:YDR321W_mRNA	ASP1	IV	1108701	1109847	mRNA
transcript:YDR322W_mRNA	MRPL35	IV	1110588	1111692	mRNA
transcript:YDR322C-A_mRNA	TIM11	IV	1112002	1112293	mRNA
transcript:YDR323C_mRNA	PEP7	IV	1112479	1114027	mRNA
transcript:YDR324C_mRNA	UTP4	IV	1114432	1116763	mRNA
transcript:YDR325W_mRNA	YCG1	IV	1117125	1120233	mRNA
transcript:YDR326C_mRNA	YSP2	IV	1120608	1124925	mRNA
transcript:YDR327W_mRNA		IV	1125301	1125628	mRNA
transcript:YDR328C_mRNA	SKP1	IV	1125433	1126018	mRNA
transcript:YDR329C_mRNA	PEX3	IV	1126269	1127595	mRNA
transcript:YDR330W_mRNA	UBX5	IV	1127871	1129374	mRNA
transcript:YDR331W_mRNA	GPI8	IV	1129587	1130823	mRNA
transcript:YDR332W_mRNA	IRC3	IV	1131000	1133070	mRNA
transcript:YDR333C_mRNA	RQC1	IV	1133259	1135431	mRNA
transcript:YDR334W_mRNA	SWR1	IV	1135931	1140476	mRNA
transcript:YDR335W_mRNA	MSN5	IV	1141167	1144842	mRNA
transcript:YDR336W_mRNA	MRX8	IV	1145091	1146036	mRNA
transcript:YDR337W_mRNA	MRPS28	IV	1146318	1147179	mRNA
transcript:YDR338C_mRNA		IV	1147378	1149466	mRNA
transcript:YDR339C_mRNA	FCF1	IV	1149950	1150520	mRNA
transcript:YDR340W_mRNA		IV	1150880	1151183	mRNA
transcript:YDR341C_mRNA		IV	1151802	1153626	mRNA
transcript:YDR342C_mRNA	HXT7	IV	1154215	1155928	mRNA
transcript:YDR343C_mRNA	HXT6	IV	1159607	1161320	mRNA
transcript:YDR344C_mRNA		IV	1162005	1162449	mRNA
transcript:YDR345C_mRNA	HXT3	IV	1162956	1164660	mRNA
transcript:YDR346C_mRNA	SVF1	IV	1167213	1168659	mRNA
transcript:YDR347W_mRNA	MRP1	IV	1169177	1170143	mRNA
transcript:YDR348C_mRNA	PAL1	IV	1170325	1171825	mRNA
transcript:YDR349C_mRNA	YPS7	IV	1172385	1174176	mRNA
transcript:YDR350C_mRNA	ATP22	IV	1176119	1178174	mRNA
transcript:YDR351W_mRNA	SBE2	IV	1178665	1181260	mRNA
transcript:YDR352W_mRNA	YPQ2	IV	1181800	1182754	mRNA
transcript:YDR353W_mRNA	TRR1	IV	1183298	1184258	mRNA
transcript:YDR354W_mRNA	TRP4	IV	1184746	1185889	mRNA
transcript:YDR354C-A_mRNA		IV	1185138	1185282	mRNA
transcript:YDR355C_mRNA		IV	1186066	1186369	mRNA
transcript:YDR356W_mRNA	SPC110	IV	1186106	1188941	mRNA
transcript:YDR357C_mRNA	CNL1	IV	1189198	1189567	mRNA
transcript:YDR358W_mRNA	GGA1	IV	1190058	1191732	mRNA
transcript:YDR359C_mRNA	EAF1	IV	1191935	1194884	mRNA
transcript:YDR360W_mRNA	OPI7	IV	1194597	1195032	mRNA
transcript:YDR361C_mRNA	BCP1	IV	1195411	1196263	mRNA
transcript:YDR362C_mRNA	TFC6	IV	1196678	1198697	mRNA
transcript:YDR363W_mRNA	ESC2	IV	1199182	1200553	mRNA
transcript:YDR363W-A_mRNA	SEM1	IV	1202127	1202397	mRNA
transcript:YDR364C_mRNA	CDC40	IV	1202842	1204210	mRNA
transcript:YDR365C_mRNA	ESF1	IV	1204496	1206383	mRNA
transcript:YDR366C_mRNA		IV	1212437	1212836	mRNA
transcript:YDR367W_mRNA	KEI1	IV	1212847	1213614	mRNA
transcript:YDR368W_mRNA	YPR1	IV	1213903	1214842	mRNA
transcript:YDR369C_mRNA	XRS2	IV	1215015	1217580	mRNA
transcript:YDR370C_mRNA	DXO1	IV	1217781	1219110	mRNA
transcript:YDR371W_mRNA	CTS2	IV	1219412	1220948	mRNA
transcript:YDR371C-A_mRNA		IV	1219508	1219613	mRNA
transcript:YDR372C_mRNA	VPS74	IV	1221111	1222149	mRNA
transcript:YDR373W_mRNA	FRQ1	IV	1222758	1223331	mRNA
transcript:YDR374C_mRNA	PHO92	IV	1223473	1224394	mRNA
transcript:YDR374W-A_mRNA	WIP1	IV	1224756	1225026	mRNA
transcript:YDR375C_mRNA	BCS1	IV	1225165	1226536	mRNA
transcript:YDR376W_mRNA	ARH1	IV	1226821	1228303	mRNA
transcript:YDR377W_mRNA	ATP17	IV	1228610	1228916	mRNA
transcript:YDR378C_mRNA	LSM6	IV	1229348	1229609	mRNA
transcript:YDR379W_mRNA	RGA2	IV	1230166	1233196	mRNA
transcript:YDR379C-A_mRNA	SDH6	IV	1233277	1233517	mRNA
transcript:YDR380W_mRNA	ARO10	IV	1234217	1236125	mRNA
transcript:YDR381W_mRNA	YRA1	IV	1236557	1238004	mRNA
transcript:YDR381C-A_mRNA		IV	1238311	1238850	mRNA
transcript:YDR382W_mRNA	RPP2B	IV	1239491	1239824	mRNA
transcript:YDR383C_mRNA	NKP1	IV	1239959	1240676	mRNA
transcript:YDR384C_mRNA	ATO3	IV	1241203	1242031	mRNA
transcript:YDR385W_mRNA	EFT2	IV	1243229	1245758	mRNA
transcript:YDR386W_mRNA	MUS81	IV	1246083	1247982	mRNA
transcript:YDR387C_mRNA	CIN10	IV	1248153	1249821	mRNA
transcript:YDR388W_mRNA	RVS167	IV	1250185	1251634	mRNA
transcript:YDR389W_mRNA	SAC7	IV	1252536	1254501	mRNA
transcript:YDR390C_mRNA	UBA2	IV	1254936	1256847	mRNA
transcript:YDR391C_mRNA		IV	1257357	1258056	mRNA
transcript:YDR392W_mRNA	SPT3	IV	1258695	1259709	mRNA
transcript:YDR393W_mRNA	SHE9	IV	1259900	1261271	mRNA
transcript:YDR394W_mRNA	RPT3	IV	1261680	1262967	mRNA
transcript:YDR395W_mRNA	SXM1	IV	1263323	1266158	mRNA
transcript:YDR396W_mRNA		IV	1266294	1266795	mRNA
transcript:YDR397C_mRNA	NCB2	IV	1266365	1266898	mRNA
transcript:YDR398W_mRNA	UTP5	IV	1267470	1269402	mRNA
transcript:YDR399W_mRNA	HPT1	IV	1270067	1270733	mRNA
transcript:YDR400W_mRNA	URH1	IV	1271062	1272085	mRNA
transcript:YDR401W_mRNA		IV	1272222	1272786	mRNA
transcript:YDR402C_mRNA	DIT2	IV	1272233	1273703	mRNA
transcript:YDR403W_mRNA	DIT1	IV	1274601	1276212	mRNA
transcript:YDR404C_mRNA	RPB7	IV	1276653	1277169	mRNA
transcript:YDR405W_mRNA	MRP20	IV	1277645	1278437	mRNA
transcript:YDR406W_mRNA	PDR15	IV	1279209	1283799	mRNA
transcript:YDR406W-A_mRNA		IV	1283798	1284044	mRNA
transcript:YDR407C_mRNA	TRS120	IV	1284068	1287938	mRNA
transcript:YDR408C_mRNA	ADE8	IV	1288214	1288859	mRNA
transcript:YDR409W_mRNA	SIZ1	IV	1289405	1292120	mRNA
transcript:YDR410C_mRNA	STE14	IV	1292371	1293091	mRNA
transcript:YDR411C_mRNA	DFM1	IV	1293368	1294394	mRNA
transcript:YDR412W_mRNA	RRP17	IV	1294692	1295400	mRNA
transcript:YDR413C_mRNA		IV	1294835	1295411	mRNA
transcript:YDR414C_mRNA	ERD1	IV	1295597	1296686	mRNA
transcript:YDR415C_mRNA		IV	1297036	1298161	mRNA
transcript:YDR416W_mRNA	SYF1	IV	1298431	1301011	mRNA
transcript:YDR417C_mRNA		IV	1301554	1301926	mRNA
transcript:YDR418W_mRNA	RPL12B	IV	1301615	1302113	mRNA
transcript:YDR419W_mRNA	RAD30	IV	1303173	1305072	mRNA
transcript:YDR420W_mRNA	HKR1	IV	1306266	1311675	mRNA
transcript:YDR421W_mRNA	ARO80	IV	1312039	1314892	mRNA
transcript:YDR422C_mRNA	SIP1	IV	1315325	1317773	mRNA
transcript:YDR423C_mRNA	CAD1	IV	1318045	1319275	mRNA
transcript:YDR424C_mRNA	DYN2	IV	1319386	1319841	mRNA
transcript:YDR425W_mRNA	SNX41	IV	1320063	1321941	mRNA
transcript:YDR426C_mRNA		IV	1321628	1322006	mRNA
transcript:YDR427W_mRNA	RPN9	IV	1322204	1323386	mRNA
transcript:YDR428C_mRNA	BNA7	IV	1323453	1324239	mRNA
transcript:YDR429C_mRNA	TIF35	IV	1324476	1325301	mRNA
transcript:YDR430C_mRNA	CYM1	IV	1325500	1328470	mRNA
transcript:YDR431W_mRNA		IV	1328389	1328701	mRNA
transcript:YDR432W_mRNA	NPL3	IV	1328782	1330027	mRNA
transcript:YDR433W_mRNA		IV	1329599	1330040	mRNA
transcript:YDR434W_mRNA	GPI17	IV	1331236	1332841	mRNA
transcript:YDR435C_mRNA	PPM1	IV	1332982	1333969	mRNA
transcript:YDR436W_mRNA	PPZ2	IV	1334820	1336953	mRNA
transcript:YDR437W_mRNA	GPI19	IV	1337351	1337774	mRNA
transcript:YDR438W_mRNA	THI74	IV	1338273	1339386	mRNA
transcript:YDR439W_mRNA	LRS4	IV	1339675	1340719	mRNA
transcript:YDR440W_mRNA	DOT1	IV	1342492	1344241	mRNA
transcript:YDR441C_mRNA	APT2	IV	1344516	1345062	mRNA
transcript:YDR442W_mRNA		IV	1345646	1346039	mRNA
transcript:YDR443C_mRNA	SSN2	IV	1345675	1349938	mRNA
transcript:YDR444W_mRNA		IV	1350289	1352353	mRNA
transcript:YDR445C_mRNA		IV	1352181	1352589	mRNA
transcript:YDR446W_mRNA	ECM11	IV	1353724	1354633	mRNA
transcript:YDR447C_mRNA	RPS17B	IV	1354828	1355553	mRNA
transcript:YDR448W_mRNA	ADA2	IV	1356064	1357369	mRNA
transcript:YDR449C_mRNA	UTP6	IV	1357579	1358902	mRNA
transcript:YDR450W_mRNA	RPS18A	IV	1359922	1360798	mRNA
transcript:YDR451C_mRNA	YHP1	IV	1361119	1362181	mRNA
transcript:YDR452W_mRNA	PPN1	IV	1362877	1364902	mRNA
transcript:YDR453C_mRNA	TSA2	IV	1365071	1365662	mRNA
transcript:YDR454C_mRNA	GUK1	IV	1366263	1366827	mRNA
transcript:YDR455C_mRNA		IV	1367372	1367681	mRNA
transcript:YDR456W_mRNA	NHX1	IV	1367484	1369386	mRNA
transcript:YDR457W_mRNA	TOM1	IV	1369789	1379596	mRNA
transcript:YDR458C_mRNA	HEH2	IV	1380054	1382046	mRNA
transcript:YDR459C_mRNA	PFA5	IV	1382318	1383443	mRNA
transcript:YDR460W_mRNA	TFB3	IV	1383810	1384776	mRNA
transcript:YDR461W_mRNA	MFA1	IV	1385175	1385286	mRNA
transcript:YDR461C-A_mRNA		IV	1385523	1385766	mRNA
transcript:YDR462W_mRNA	MRPL28	IV	1386072	1386516	mRNA
transcript:YDR463W_mRNA	STP1	IV	1386815	1388375	mRNA
transcript:YDR464W_mRNA	SPP41	IV	1388871	1393179	mRNA
transcript:YDR464C-A_mRNA		IV	1392491	1392680	mRNA
transcript:YDR465C_mRNA	RMT2	IV	1393335	1394574	mRNA
transcript:YDR466W_mRNA	PKH3	IV	1395120	1397817	mRNA
transcript:YDR467C_mRNA		IV	1397582	1397909	mRNA
transcript:YDR468C_mRNA	TLG1	IV	1398025	1398700	mRNA
transcript:YDR469W_mRNA	SDC1	IV	1399014	1399542	mRNA
transcript:YDR470C_mRNA	UGO1	IV	1399705	1401214	mRNA
transcript:YDR471W_mRNA	RPL27B	IV	1401769	1402564	mRNA
transcript:YDR472W_mRNA	TRS31	IV	1403321	1404173	mRNA
transcript:YDR473C_mRNA	PRP3	IV	1404444	1405854	mRNA
transcript:YDR475C_mRNA	JIP4	IV	1407463	1410094	mRNA
transcript:YDR476C_mRNA		IV	1410452	1411127	mRNA
transcript:YDR477W_mRNA	SNF1	IV	1412372	1414274	mRNA
transcript:YDR478W_mRNA	SNM1	IV	1414574	1415171	mRNA
transcript:YDR479C_mRNA	PEX29	IV	1415209	1416874	mRNA
transcript:YDR480W_mRNA	DIG2	IV	1417398	1418370	mRNA
transcript:YDR481C_mRNA	PHO8	IV	1418549	1420250	mRNA
transcript:YDR482C_mRNA	CWC21	IV	1420430	1420838	mRNA
transcript:YDR483W_mRNA	KRE2	IV	1421156	1422485	mRNA
transcript:YDR484W_mRNA	VPS52	IV	1422762	1424688	mRNA
transcript:YDR485C_mRNA	VPS72	IV	1424819	1427207	mRNA
transcript:YDR486C_mRNA	VPS60	IV	1427430	1428120	mRNA
transcript:YDR487C_mRNA	RIB3	IV	1428353	1428980	mRNA
transcript:YDR488C_mRNA	PAC11	IV	1429187	1430789	mRNA
transcript:YDR489W_mRNA	SLD5	IV	1431011	1431896	mRNA
transcript:YDR490C_mRNA	PKH1	IV	1431967	1434268	mRNA
transcript:YDR491C_mRNA		IV	1434499	1434991	mRNA
transcript:YDR492W_mRNA	IZH1	IV	1434923	1435874	mRNA
transcript:YDR493W_mRNA	MZM1	IV	1436216	1436588	mRNA
transcript:YDR494W_mRNA	RSM28	IV	1436929	1438015	mRNA
transcript:YDR495C_mRNA	VPS3	IV	1438114	1441150	mRNA
transcript:YDR496C_mRNA	PUF6	IV	1441432	1443403	mRNA
transcript:YDR497C_mRNA	ITR1	IV	1443712	1445467	mRNA
transcript:YDR498C_mRNA	SEC20	IV	1445842	1446994	mRNA
transcript:YDR499W_mRNA	LCD1	IV	1447829	1450073	mRNA
transcript:YDR500C_mRNA	RPL37B	IV	1450197	1450853	mRNA
transcript:YDR501W_mRNA	PLM2	IV	1451352	1452918	mRNA
transcript:YDR502C_mRNA	SAM2	IV	1453309	1454464	mRNA
transcript:YDR503C_mRNA	LPP1	IV	1455041	1455866	mRNA
transcript:YDR504C_mRNA	SPG3	IV	1456310	1456694	mRNA
transcript:YDR505C_mRNA	PSP1	IV	1456694	1459220	mRNA
transcript:YDR506C_mRNA	GMC1	IV	1459727	1461554	mRNA
transcript:YDR507C_mRNA	GIN4	IV	1462357	1465786	mRNA
transcript:YDR508C_mRNA	GNP1	IV	1466452	1468444	mRNA
transcript:YDR509W_mRNA		IV	1468225	1468573	mRNA
transcript:YDR510W_mRNA	SMT3	IV	1469399	1469705	mRNA
transcript:YDR510C-A_mRNA		IV	1469694	1469811	mRNA
transcript:YDR511W_mRNA	SDH7	IV	1470016	1470418	mRNA
transcript:YDR512C_mRNA	EMI1	IV	1470499	1471063	mRNA
transcript:YDR513W_mRNA	GRX2	IV	1471016	1471448	mRNA
transcript:YDR514C_mRNA		IV	1471547	1472999	mRNA
transcript:YDR515W_mRNA	SLF1	IV	1473428	1474772	mRNA
transcript:YDR516C_mRNA	EMI2	IV	1474973	1476476	mRNA
transcript:YDR517W_mRNA	GRH1	IV	1477238	1478357	mRNA
transcript:YDR518W_mRNA	EUG1	IV	1478607	1480161	mRNA
transcript:YDR519W_mRNA	FPR2	IV	1480424	1480832	mRNA
transcript:YDR520C_mRNA	URC2	IV	1481084	1483403	mRNA
transcript:YDR521W_mRNA		IV	1483140	1483476	mRNA
transcript:YDR522C_mRNA	SPS2	IV	1483794	1485303	mRNA
transcript:YDR523C_mRNA	SPS1	IV	1485565	1487038	mRNA
transcript:YDR524C_mRNA	AGE1	IV	1487541	1488990	mRNA
transcript:YDR524W-C_mRNA		IV	1489402	1489492	mRNA
transcript:YDR524C-B_mRNA		IV	1489597	1489798	mRNA
transcript:YDR524C-A_mRNA		IV	1489870	1489990	mRNA
transcript:YDR525W_mRNA	API2	IV	1489904	1490234	mRNA
transcript:YDR525W-A_mRNA	SNA2	IV	1490595	1490835	mRNA
transcript:YDR526C_mRNA		IV	1491074	1491545	mRNA
transcript:YDR527W_mRNA	RBA50	IV	1491093	1492413	mRNA
transcript:YDR528W_mRNA	HLR1	IV	1494585	1495857	mRNA
transcript:YDR529C_mRNA	QCR7	IV	1496164	1496548	mRNA
transcript:YDR530C_mRNA	APA2	IV	1496790	1497768	mRNA
transcript:YDR531W_mRNA	CAB1	IV	1498231	1499335	mRNA
transcript:YDR532C_mRNA	KRE28	IV	1499395	1500553	mRNA
transcript:YDR533C_mRNA	HSP31	IV	1501446	1502160	mRNA
transcript:YDR534C_mRNA	FIT1	IV	1503313	1504900	mRNA
transcript:YDR535C_mRNA		IV	1506605	1507362	mRNA
transcript:YDR536W_mRNA	STL1	IV	1508004	1509714	mRNA
transcript:YDR537C_mRNA		IV	1510855	1511461	mRNA
transcript:YDR538W_mRNA	PAD1	IV	1510901	1511630	mRNA
transcript:YDR539W_mRNA	FDC1	IV	1512093	1513605	mRNA
transcript:YDR540C_mRNA	IRC4	IV	1517135	1517675	mRNA
transcript:YDR541C_mRNA		IV	1519663	1520698	mRNA
transcript:YDR542W_mRNA	PAU10	IV	1523248	1523611	mRNA
transcript:YDR543C_mRNA		IV	1524633	1524933	mRNA
transcript:YDR544C_mRNA		IV	1525094	1525523	mRNA
transcript:YDR545W_mRNA	YRF1-1	IV	1526320	1531711	mRNA
transcript:YDR545C-A_mRNA		IV	1530862	1531342	mRNA
transcript:YIL177C_mRNA		IX	482	6147	mRNA
transcript:YIL177W-A_mRNA		IX	845	1328	mRNA
transcript:YIL176C_mRNA	PAU14	IX	8792	9155	mRNA
transcript:YIL173W_mRNA	VTH1	IX	11491	16141	mRNA
transcript:YIL172C_mRNA	IMA3	IX	16783	18553	mRNA
transcript:YIL171W-A_mRNA		IX	18259	18712	mRNA
transcript:YIL169C_mRNA	CSS1	IX	23118	26106	mRNA
transcript:YIL166C_mRNA		IX	30937	32566	mRNA
transcript:YIL165C_mRNA		IX	33717	34077	mRNA
transcript:YIL164C_mRNA	NIT1	IX	34086	34686	mRNA
transcript:YIL163C_mRNA		IX	36898	37252	mRNA
transcript:YIL162W_mRNA	SUC2	IX	37384	38983	mRNA
transcript:YIL161W_mRNA		IX	39432	40140	mRNA
transcript:YIL160C_mRNA	POT1	IX	40190	41444	mRNA
transcript:YIL159W_mRNA	BNR1	IX	41824	45952	mRNA
transcript:YIL158W_mRNA	AIM20	IX	46200	46815	mRNA
transcript:YIL157C_mRNA	COA1	IX	46948	47542	mRNA
transcript:YIL156W-A_mRNA		IX	47291	47693	mRNA
transcript:YIL156W-B_mRNA		IX	47689	47973	mRNA
transcript:YIL156W_mRNA	UBP7	IX	48090	51306	mRNA
transcript:YIL155C_mRNA	GUT2	IX	51758	53708	mRNA
transcript:YIL154C_mRNA	IMP2	IX	53980	55021	mRNA
transcript:YIL153W_mRNA	RRD1	IX	55197	56379	mRNA
transcript:YIL152W_mRNA		IX	56544	57252	mRNA
transcript:YIL151C_mRNA	ESL1	IX	57337	60694	mRNA
transcript:YIL150C_mRNA	MCM10	IX	61012	62728	mRNA
transcript:YIL149C_mRNA	MLP2	IX	63027	68067	mRNA
transcript:YIL148W_mRNA	RPL40A	IX	68707	69528	mRNA
transcript:YIL147C_mRNA	SLN1	IX	69790	73453	mRNA
transcript:YIL146C_mRNA	ATG32	IX	74183	75773	mRNA
transcript:YIL145C_mRNA	PAN6	IX	76353	77283	mRNA
transcript:YIL144W_mRNA	NDC80	IX	78073	80149	mRNA
transcript:YIL143C_mRNA	SSL2	IX	80509	83041	mRNA
transcript:YIL142C-A_mRNA		IX	83207	83540	mRNA
transcript:YIL142W_mRNA	CCT2	IX	83301	84885	mRNA
transcript:YIL141W_mRNA		IX	85052	85442	mRNA
transcript:YIL140W_mRNA	AXL2	IX	85365	87837	mRNA
transcript:YIL139C_mRNA	REV7	IX	87978	88716	mRNA
transcript:YIL138C_mRNA	TPM2	IX	89229	89715	mRNA
transcript:YIL137C_mRNA	TMA108	IX	89947	92788	mRNA
transcript:YIL136W_mRNA	OM45	IX	93618	94800	mRNA
transcript:YIL135C_mRNA	VHS2	IX	95064	96375	mRNA
transcript:YIL134C-A_mRNA		IX	96521	96725	mRNA
transcript:YIL134W_mRNA	FLX1	IX	97394	98330	mRNA
transcript:YIL133C_mRNA	RPL16A	IX	98526	99416	mRNA
transcript:YIL132C_mRNA	CSM2	IX	99859	100501	mRNA
transcript:YIL131C_mRNA	FKH1	IX	100780	102235	mRNA
transcript:YIL130W_mRNA	ASG1	IX	102781	105676	mRNA
transcript:YIL129C_mRNA	TAO3	IX	106106	113237	mRNA
transcript:YIL128W_mRNA	MET18	IX	113805	116904	mRNA
transcript:YIL127C_mRNA	RRT14	IX	117023	117644	mRNA
transcript:YIL126W_mRNA	STH1	IX	117991	122071	mRNA
transcript:YIL125W_mRNA	KGD1	IX	122688	125733	mRNA
transcript:YIL124W_mRNA	AYR1	IX	126203	127097	mRNA
transcript:YIL123W_mRNA	SIM1	IX	128150	129581	mRNA
transcript:YIL122W_mRNA	POG1	IX	130609	131665	mRNA
transcript:YIL121W_mRNA	QDR2	IX	132243	133872	mRNA
transcript:YIL120W_mRNA	QDR1	IX	134416	136108	mRNA
transcript:YIL119C_mRNA	RPI1	IX	136653	137877	mRNA
transcript:YIL118W_mRNA	RHO3	IX	139751	140447	mRNA
transcript:YIL117C_mRNA	PRM5	IX	140612	141569	mRNA
transcript:YIL116W_mRNA	HIS5	IX	142927	144085	mRNA
transcript:YIL115W-A_mRNA		IX	144267	144639	mRNA
transcript:YIL115C_mRNA	NUP159	IX	144326	148709	mRNA
transcript:YIL114C_mRNA	POR2	IX	149142	149988	mRNA
transcript:YIL113W_mRNA	SDP1	IX	150558	151188	mRNA
transcript:YIL112W_mRNA	HOS4	IX	151594	154846	mRNA
transcript:YIL111W_mRNA	COX5B	IX	155312	155765	mRNA
transcript:YIL110W_mRNA	HPM1	IX	156044	157178	mRNA
transcript:YIL109C_mRNA	SEC24	IX	157384	160165	mRNA
transcript:YIL108W_mRNA		IX	160886	162977	mRNA
transcript:YIL107C_mRNA	PFK26	IX	163277	165761	mRNA
transcript:YIL106W_mRNA	MOB1	IX	166414	167444	mRNA
transcript:YIL105C_mRNA	SLM1	IX	167580	169641	mRNA
transcript:YIL105W-A_mRNA		IX	167663	167804	mRNA
transcript:YIL104C_mRNA	SHQ1	IX	169981	171505	mRNA
transcript:YIL103W_mRNA	DPH1	IX	171750	173028	mRNA
transcript:YIL102C-A_mRNA		IX	173364	173592	mRNA
transcript:YIL102C_mRNA		IX	174581	174887	mRNA
transcript:YIL101C_mRNA	XBP1	IX	175306	177250	mRNA
transcript:YIL100C-A_mRNA		IX	177342	177681	mRNA
transcript:YIL100W_mRNA		IX	177372	177726	mRNA
transcript:YIL099W_mRNA	SGA1	IX	178003	179653	mRNA
transcript:YIL098C_mRNA	FMC1	IX	179771	180239	mRNA
transcript:YIL097W_mRNA	FYV10	IX	180426	181977	mRNA
transcript:YIL096C_mRNA	BMT5	IX	182116	183127	mRNA
transcript:YIL095W_mRNA	PRK1	IX	183936	186369	mRNA
transcript:YIL094C_mRNA	LYS12	IX	186516	187632	mRNA
transcript:YIL093C_mRNA	RSM25	IX	187989	188784	mRNA
transcript:YIL092W_mRNA		IX	189065	190967	mRNA
transcript:YIL091C_mRNA	UTP25	IX	191029	193195	mRNA
transcript:YIL090W_mRNA	ICE2	IX	193594	195070	mRNA
transcript:YIL089W_mRNA		IX	195598	196216	mRNA
transcript:YIL088C_mRNA	AVT7	IX	197930	199403	mRNA
transcript:YIL087C_mRNA	AIM19	IX	199645	200119	mRNA
transcript:YIL086C_mRNA		IX	200152	200461	mRNA
transcript:YIL085C_mRNA	KTR7	IX	200489	202043	mRNA
transcript:YIL084C_mRNA	SDS3	IX	202275	203259	mRNA
transcript:YIL083C_mRNA	CAB2	IX	203555	204653	mRNA
transcript:YIL082W_mRNA		IX	205634	206507	mRNA
transcript:YIL079C_mRNA	AIR1	IX	210922	212005	mRNA
transcript:YIL078W_mRNA	THS1	IX	212498	214703	mRNA
transcript:YIL077C_mRNA		IX	214990	215953	mRNA
transcript:YIL076W_mRNA	SEC28	IX	216657	217548	mRNA
transcript:YIL075C_mRNA	RPN2	IX	217862	220700	mRNA
transcript:YIL074C_mRNA	SER33	IX	221080	222490	mRNA
transcript:YIL073C_mRNA	SPO22	IX	222936	225954	mRNA
transcript:YIL072W_mRNA	HOP1	IX	226601	228419	mRNA
transcript:YIL071W-A_mRNA		IX	228549	229026	mRNA
transcript:YIL071C_mRNA	PCI8	IX	228659	229994	mRNA
transcript:YIL070C_mRNA	MAM33	IX	230271	231072	mRNA
transcript:YIL069C_mRNA	RPS24B	IX	231552	232369	mRNA
transcript:YIL068W-A_mRNA		IX	233012	233396	mRNA
transcript:YIL068C_mRNA	SEC6	IX	233056	235474	mRNA
transcript:YIL067C_mRNA		IX	235723	237760	mRNA
transcript:YIL066W-A_mRNA		IX	237365	237809	mRNA
transcript:YIL066C_mRNA	RNR3	IX	238098	240708	mRNA
transcript:YIL065C_mRNA	FIS1	IX	241307	241775	mRNA
transcript:YIL064W_mRNA	EFM4	IX	241942	242716	mRNA
transcript:YIL063C_mRNA	YRB2	IX	242760	243744	mRNA
transcript:YIL062C_mRNA	ARC15	IX	243997	244462	mRNA
transcript:YIL061C_mRNA	SNP1	IX	244656	245559	mRNA
transcript:YIL060W_mRNA		IX	246391	246826	mRNA
transcript:YIL059C_mRNA		IX	246549	246915	mRNA
transcript:YIL058W_mRNA		IX	246913	247198	mRNA
transcript:YIL057C_mRNA	RGI2	IX	247901	248396	mRNA
transcript:YIL056W_mRNA	VHR1	IX	249990	251913	mRNA
transcript:YIL055C_mRNA		IX	252041	253925	mRNA
transcript:YIL054W_mRNA		IX	254542	254860	mRNA
transcript:YIL053W_mRNA	GPP1	IX	255114	255867	mRNA
transcript:YIL052C_mRNA	RPL34B	IX	256225	257063	mRNA
transcript:YIL051C_mRNA	MMF1	IX	257842	258280	mRNA
transcript:YIL050W_mRNA	PCL7	IX	258912	259770	mRNA
transcript:YIL049W_mRNA	DFG10	IX	260157	260919	mRNA
transcript:YIL048W_mRNA	NEO1	IX	261436	264892	mRNA
transcript:YIL047C-A_mRNA		IX	265098	265467	mRNA
transcript:YIL047C_mRNA	SYG1	IX	265114	267823	mRNA
transcript:YIL046W-A_mRNA		IX	268308	268473	mRNA
transcript:YIL046W_mRNA	MET30	IX	268650	270573	mRNA
transcript:YIL045W_mRNA	PIG2	IX	271160	272777	mRNA
transcript:YIL044C_mRNA	AGE2	IX	272949	273846	mRNA
transcript:YIL043C_mRNA	CBR1	IX	274071	274926	mRNA
transcript:YIL042C_mRNA	PKP1	IX	275107	276292	mRNA
